  0.200000000000000E+06       1
    1000
  0.849901155764610E+02
  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.689577813003944E+00       0
  0.352142028928708E-03 -0.160728097704698E-02  0.254550552328251E-02  0.135390483184418E-02  0.773315473300808E-07  0.689577766635086E+00       0
  0.795841092652253E-03  0.518140873616025E-03 -0.234895606623936E-03 -0.131086965668104E-04  0.819293835996382E-07  0.689577511509141E+00       0
 -0.931759419684646E-03 -0.263215659429905E-02 -0.307487845176910E-04  0.219984090452097E-03  0.798073857337315E-07  0.689577758913941E+00       0
  0.314985875796006E-03 -0.135562940626561E-02  0.348098681572073E-02  0.106074646112184E-02 -0.403164144984637E-07  0.689577834662725E+00       0
 -0.304639629209439E-02  0.462953077705186E-03 -0.931948420875738E-03 -0.803767070376633E-03 -0.244054094372992E-07  0.689577594543001E+00       0
  0.561478318721681E-03 -0.147141387964293E-03 -0.313699621505886E-02 -0.274917370952452E-03  0.580598947933671E-07  0.689577954966997E+00       0
  0.919416634806035E-03  0.426548686871923E-03 -0.128087703686022E-02 -0.904971170485783E-03  0.124801433347581E-07  0.689577712777356E+00       0
 -0.141487138346918E-02 -0.238522644921009E-02  0.158980651419178E-02 -0.913886629915395E-03 -0.253316701810990E-07  0.689577738369975E+00       0
 -0.443173544267505E-03 -0.144444879802190E-02  0.260463861268844E-03 -0.115422632378394E-02  0.573705024597307E-07  0.689577675537256E+00       0
 -0.921387022206155E-03  0.297388658369068E-03  0.176777229845130E-03 -0.282298963829866E-02 -0.235556744122957E-07  0.689577664711009E+00       0
  0.263977926269673E-02 -0.787951698298368E-03  0.163610102909583E-02  0.101491758214814E-02  0.774421073275472E-07  0.689577903044617E+00       0
  0.611172673613245E-04 -0.356140853155004E-03 -0.444252983934893E-04 -0.862478639706691E-03  0.179927891243451E-07  0.689578146412408E+00       0
  0.209782194735883E-03  0.126356904459222E-02 -0.200211403257474E-02  0.442908128127734E-03  0.546068908611170E-07  0.689577804142331E+00       0
 -0.547448404880673E-03 -0.241203269077021E-03  0.161622206350100E-02  0.150939955208616E-02 -0.696181742890635E-07  0.689577756277497E+00       0
 -0.898654175945532E-04 -0.108497591520018E-03  0.298092443395432E-02  0.218909400477580E-03  0.145677883924023E-07  0.689577991663746E+00       0
  0.463961125438166E-04 -0.171089958951978E-02  0.673241224949476E-03 -0.195092410933640E-02  0.295975933830977E-07  0.689577969389165E+00       0
 -0.571706463685169E-03  0.461998808046448E-04  0.140255357995240E-02 -0.609405856817244E-03 -0.134786352008761E-06  0.689577761981799E+00       0
 -0.100096503516051E-02  0.452046003315319E-03  0.363113836852411E-03  0.402069071058780E-05  0.958934569219666E-07  0.689578050672997E+00       0
 -0.687111663419972E-03  0.152679900415068E-02 -0.184135126596263E-02  0.326846498399916E-03  0.105611884005293E-06  0.689577904649327E+00       0
 -0.454563678793182E-03 -0.938360969681576E-05 -0.125714666523585E-02 -0.131926801319735E-02  0.446239715762467E-07  0.689577971053114E+00       0
  0.134836584984619E-02 -0.723431349332889E-03  0.110234615902445E-02  0.738090506926137E-03  0.672648902726289E-08  0.689577571796389E+00       0
  0.244259992219449E-02  0.250852035934107E-04  0.123243784779167E-02 -0.188893398964955E-02 -0.842110810390544E-07  0.689577839408155E+00       0
  0.119429128719250E-02 -0.453204539404717E-03  0.235930752740707E-02  0.935822006922459E-03  0.496194001945941E-07  0.689577888542562E+00       0
 -0.509960022041207E-03 -0.833724724373989E-03 -0.976423245611964E-03  0.904297959790944E-03  0.105569091573173E-07  0.689577759850963E+00       0
 -0.256435969810935E-03 -0.282042133984357E-02  0.149276987295758E-02 -0.240356996986835E-03  0.733567112827833E-09  0.689577841544605E+00       0
